"recipient_name","recipient_city_code","recipient_city_name","recipient_county_code","recipient_county_name","recipient_zip","recipient_state_code","recipient_country_code","recipient_type","receip_addr1","receip_addr2","receip_addr3","duns_no"
"little river medical center","42010","little river","051","horry","29566","sc","usa","12: other nonprofit","po box 547","","","794418418"
"charleston orphan house","13330","charleston","019","charleston","29405","sc","usa","12: other nonprofit","5055 lackawanna blvd","","","014237338"
"luzerne county head start","85152","wilkes-barre","079","luzerne","18703","pa","usa","12: other nonprofit","po box 540","","","606735199"
"loving arms","","gwynn oak","005","baltimore","21207","md","usa","12: other nonprofit","3313 oakfield ave","","","361508604"
"ny st office of children & family services","61148","rensselaer","083","rensselaer","12144","ny","usa","12: other nonprofit","52 washington st","","","042387717"
"program reach","51000","new york","061","new york","10016","ny","usa","12: other nonprofit","124 e 38th st","","","141457510"
"luk crisis center","23875","fitchburg","027","worcester","01420","ma","usa","12: other nonprofit","545 westminster st","","","161323894"
"jackson county civic action committee","49240","moss point","059","jackson","39562","ms","usa","12: other nonprofit","po box 8723","","","071942833"
"crisis nursery","55000","phoenix","013","maricopa","85008","az","usa","12: other nonprofit","2711 e roosevelt st","","","041106886"
"operation smile","57000","norfolk","710","norfolk","23509","va","usa","12: other nonprofit","6435 tidewater dr","","","178122826"
"allegany county human resources development c","21325","cumberland","001","allegany","21502","md","usa","12: other nonprofit","19 frederick st","","","084997493"
"memorial hospital of s bend","71000","s bend","141","st joseph","46601","in","usa","12: other nonprofit","615 n michigan st","","","064701261"
"gmn tri-county community action commission","10940","caldwell","121","noble","43724","oh","usa","12: other nonprofit","post office box 380","","","081310070"
"northside center for child development","51000","new york","061","new york","10029","ny","usa","12: other nonprofit","1301 fifth ave","","","071008460"
"chicago zoological society","08576","brookfield","031","cook","60513","il","usa","12: other nonprofit","3300 s golf rd","","","074438953"
"santa rosa community health center","70098","santa rosa","097","sonoma","95407","ca","usa","12: other nonprofit","3569 round barn circle","","","036697837"
"child & family services of new hampshire","45140","manchester","011","hillsborough","03101","nh","usa","12: other nonprofit","99 hanover st","","","095505905"
"persad center","61000","pittsburgh","003","allegheny","15224","pa","usa","12: other nonprofit","5150 penn avenue","","","021607742"
"greenville county","30850","greenville","045","greenville","29601","sc","usa","12: other nonprofit","301 university ridge","ste 2500","","149051596"
"family medical center of michigan","","carlton","115","monroe","48117","mi","usa","12: other nonprofit","130 medical center dr","","","034683198"
"baptist childrens servs alternatives family","15192","collegeville","091","montgomery","19426","pa","usa","12: other nonprofit","373 e main st","","","098160849"
"world turtle trust","17000","honolulu","003","honolulu","96839","hi","usa","12: other nonprofit","po box 61449","","","797965071"
"shaw house","02795","bangor","019","penobscot","04402","me","usa","12: other nonprofit","po box 835","","","927356907"
"childrens bureau porter-leath children c","48000","memphis","157","shelby","38107","tn","usa","12: other nonprofit","868 n manassas st","","","081346405"
"healing pl serve","05000","baton rouge","033","e baton rouge","70809","la","usa","12: other nonprofit","19202 highland rd","","","965983401"
"restore americas estuaries","03000","arlington","013","arlington","22203","va","usa","12: other nonprofit","3801 n fairfax dr ste 53","","","147591734"
"spina bifida association of america","50000","washington","001","district of columbia","20007","dc","usa","12: other nonprofit","4590 macarthur blvd nw ste 250","","","094280831"
"s central primary care center","57428","ocilla","155","irwin","31774","ga","usa","12: other nonprofit","po box 749","","","027941934"
"stewards of the coast & redwoods","31470","guerneville","097","sonoma","95446","ca","usa","12: other nonprofit","17000 armstrong woods rd","","","948081088"
"assissi homes-colony park","","wheaton","043","dupage","60187","il","usa","12: other nonprofit","26 w 171 roosevelt rd","","","115755126"
"head start of neern nevada","22500","elko","007","elko","89802","nv","usa","12: other nonprofit","po box 5280","","","078387966"
"aids resource center of texoma","67496","sherman","181","grayson","75090","tx","usa","12: other nonprofit","222 w brockett","","","879477875"
"juneau youth services","36400","juneau","110","juneau","99803","ak","usa","12: other nonprofit","po box 32839","","","085813079"
"family building blocks","64900","salem","047","marion","97305","or","usa","12: other nonprofit","2425 lancaster dr ne","","","078771429"
"pine st inn","07000","boston","025","suffolk","02118","ma","","12: other nonprofit","444 harrison avenue","","","079506366"
"inner voice","14000","chicago","031","cook","60612","il","","12: other nonprofit","1621 w walnut st","","","183595552"
"christ central ministries","41335","lexington","063","lexington","29072","sc","","12: other nonprofit","201 duffie dr","","","026212485"
"keystone halls","24000","fort lauderdale","011","broward","33315","fl","","12: other nonprofit","1420 sw 3rd avenue","","","117256151"
"salvation army a georgia corporation","19000","dallas","113","dallas","75235","tx","","12: other nonprofit","5302 harry hines blvd","","","828097704"
"volunteers of america greater baton rouge","05000","baton rouge","033","e baton rouge","70806","la","","12: other nonprofit","3949 n blvd","","","071948301"
"salvation army perth amboy corps","58200","perth amboy","023","middlesex","08861","nj","","12: other nonprofit","433 state st","","","156252546"
"michigan veterans foundation","22000","detroit","163","wayne","48201","mi","","12: other nonprofit","2770 park avenue","","","798327540"
"society of st vincent de paul lane county","23850","eugene","039","lane","97402","or","","12: other nonprofit","705 s seneca","","","131083172"
"catholic healthcare w-southern california","43000","long beach","037","los angeles","90813","ca","usa","12: other nonprofit","1050 linden ave","","","120229166"
"way station","30325","frederick","021","frederick","21701","md","","12: other nonprofit","230 w patrick st","","","038944542"
"weingart center association","44000","los angeles","037","los angeles","90013","ca","","12: other nonprofit","566 s san pedro st","","","122030190"
"steps house","40000","knoxville","093","knox","37920","tn","","12: other nonprofit","725 boggs avenue","","","004737300"
"a new leaf","46000","mesa","013","maricopa","85203","az","usa","12: other nonprofit","868 e university dr","","","611923640"
"open door ministries of high point","31400","high point","081","guilford","27261","nc","","12: other nonprofit","1022 true lane","","","052936820"
"healing with caare","19000","durham","063","durham","27701","nc","","12: other nonprofit","214 broadway st","","","012275751"
"youngstown neighborhood development corp","88000","youngstown","099","mahoning","44503","oh","usa","12: other nonprofit","201 e commerce str ste 140","","","004939681"
"ben archer health center","31820","hatch","013","dona ana","87937","nm","usa","12: other nonprofit","po box 370","","","123735136"
"new york shakespeare festival","51000","new york","061","new york","10003","ny","","12: other nonprofit","425 lafayette st","","","0710119440000"
"hudson river sloop clearwater","05100","beacon","027","dutchess","12508","ny","usa","12: other nonprofit","724 wolcott avenue","","","096937388"
"paper bag players","51000","new york","061","new york","10002","ny","","12: other nonprofit","185 e broadway","","","0786022650000"
"young peoples chorus of new york city","51000","new york","005","bronx","10023","ny","","12: other nonprofit","1995 broadway ste 305","","","0783883650000"
"inprint","35000","houston","201","harris","77006","tx","","12: other nonprofit","1520 w main","","","8746267730000"
"bay area video coalition","67000","san francisco","075","san francisco","94110","ca","","12: other nonprofit","2727 mariposa 2nd floor","","","0837984390000"
"national association of latino arts & cultu","65000","san antonio","029","bexar","78207","tx","","12: other nonprofit","1208 buena vista","","","0460703680000"
"environmental defense fund","51000","new york","005","bronx","10010","ny","usa","12: other nonprofit","257 park avenue s","","","079822748"
"professional flair","16000","cleveland","035","cuyahoga","44115","oh","","12: other nonprofit","3165 euclid avenue 3rd floor","","","0589964190000"
"childrens theatre company","51000","new york","005","bronx","10001","ny","","12: other nonprofit","526 w 26th st","ste 1012","","7843318400000"
"gemini series","65000","san antonio","029","bexar","78205","tx","","12: other nonprofit","513 s presa","","","1182519530000"
"drama league of new york","51000","new york","061","new york","10018","ny","","12: other nonprofit","520 8th avenue","ste 320","","7821003740000"
"hivaids legal services alliance","64000","los angeles","037","los angeles","90010","ca","usa","12: other nonprofit","3550 wilshire blvd","ste 1280","","142405294"
"center for strategic & international studie","50000","washington","001","district of columbia","20006","dc","","12: other nonprofit","1800 k st nw ste 400","","","6020357270000"
